STEM_Student_ID,NOTIONAL_NVQ_LEVEL_CODE,LEARNING_AIM_TYPE_DESC,PLP main qual type
08051682,2,Diploma,All other graded level 2 quals
08051686,X,Other,Technical Certificate Level 2
08051693,2,NVQ,NVQ Level 2
08051695,E,Certificate,Entry Level 3
08051700,2,Certificate,Technical Certificate Level 2
08051701,2,Diploma,All other graded level 2 quals
08051706,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08051713,2,First Diploma,BTEC First Dip
08051714,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08051715,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08051718,2,Certificate,All other graded level 2 quals
08051726,2,Edexcel First Diploma (new syllabus),BTEC First Dip
08051729,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08051745,2,Certificate,Technical Certificate Level 2
08051746,1,Diploma,All other graded level 1 quals
08051747,3,Principal Learning within Diploma (14-19),All other graded level 3 quals
08051748,2,Diploma,All other graded level 2 quals
08051754,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08051755,2,Diploma,All other graded level 2 quals
08051758,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08051798,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08051806,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08051816,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08051817,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08051822,2,NVQ,NVQ Level 2
08051829,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08051844,2,Certificate,All other graded level 2 quals
08051846,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08051852,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08051854,3,Certificate,YUP
08051858,2,Certificate,All other graded level 2 quals
08051860,1,Certificate,Cache Level 1
08051878,2,Edexcel First Diploma (new syllabus),BTEC First Dip
08051896,1,Diploma,All other graded level 1 quals
08051898,3,GCE AS level,A Levels
08051901,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08051904,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08051913,2,Diploma,All other graded level 2 quals
08051917,2,Certificate,All other graded level 2 quals
08051919,2,Diploma,All other graded level 2 quals
08051920,E,Certificate,Entry Level 3
08051922,E,Certificate,Entry Level 3
08051923,2,Diploma,All other graded level 2 quals
08051933,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08051946,2,NVQ,NVQ Level 2
08051947,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08051964,2,Diploma,All other graded level 2 quals
08052009,2,Edexcel First Diploma (new syllabus),BTEC First Dip
08052011,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08052017,1,Other,All other graded level 1 quals
08052023,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08052024,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08052025,2,NVQ,NVQ Level 2
08052048,E,Other,Entry Level 3
08052055,2,NVQ,Technical Certificate Level 2
08052056,3,Certificate,All other graded level 3 quals
08052058,2,Diploma,All other graded level 2 quals
08052061,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08052068,2,Edexcel First Diploma (new syllabus),BTEC First Dip
08052071,2,NVQ,NVQ Level 2
08052075,X,Other,Entry Level 3
08052076,2,Certificate,All other graded level 2 quals
08052080,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08052081,3,GCE AS level,YUP
08052095,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08052101,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08052102,2,Certificate,All other graded level 2 quals
08052106,X,Other,Unknown
08052145,2,NVQ,NVQ Level 2
08052165,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08052189,2,Edexcel First Diploma (new syllabus),BTEC First Dip
08052190,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
08052199,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08052209,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08052236,2,Diploma,All other graded level 2 quals
08052244,2,Diploma,All other graded level 2 quals
08052257,2,Diploma,All other graded level 2 quals
08052258,3,Diploma,All other graded level 3 quals
08052272,E,Certificate,Entry Level 3
08052301,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08052306,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08052328,2,Certificate,All other graded level 2 quals
08052342,3,Edexcel National Diploma (new syllabus),Technical Certificate Level 2
08052349,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08052385,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08052389,2,Diploma,All other graded level 2 quals
08052421,3,Diploma,All other graded level 3 quals
08052426,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08052439,3,Edexcel National Diploma (new syllabus),YUP
08052446,2,Edexcel First Diploma (new syllabus),BTEC First Dip
08052447,2,Edexcel First Diploma (new syllabus),BTEC First Dip
08052455,1,Certificate,All other graded level 1 quals
08052478,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08052509,1,Diploma,All other graded level 1 quals
08052532,4,HNC,Level 4 and above
08052588,1,Diploma,All other graded level 1 quals
08052610,2,Edexcel First Diploma (new syllabus),BTEC First Dip
08052620,2,Certificate,All other graded level 2 quals
08052648,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08052657,2,Edexcel First Diploma (new syllabus),BTEC First Dip
08052660,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08052664,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08052668,2,Diploma,YUP
08052687,E,Certificate,Entry Level 3
08052692,3,GCE AS level,A Levels
08052701,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08052711,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08052714,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08052727,2,Certificate,All other graded level 2 quals
08052754,3,Diploma,All other graded level 3 quals
08052784,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08052787,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08052793,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08052806,3,Certificate,All other graded level 3 quals
08052808,2,Edexcel First Diploma (new syllabus),BTEC First Dip
08052817,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08052824,2,Edexcel First Diploma (new syllabus),BTEC First Dip
08052836,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08052842,2,NVQ,NVQ Level 2
08052845,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08052852,3,GCE AS level,A Levels
08052854,2,Certificate,Technical Certificate Level 2
08052863,2,Edexcel First Diploma (new syllabus),Technical Certificate Level 2
08052900,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08052908,2,Edexcel First Diploma (new syllabus),BTEC First Dip
08052961,2,Diploma,All other graded level 2 quals
08052964,2,Edexcel First Diploma (new syllabus),BTEC First Dip
08052973,2,Diploma,All other graded level 2 quals
08052979,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08052986,1,NVQ,NVQ Level 1
08053019,E,Certificate,Entry Level 3
08053025,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08053066,2,Diploma,All other graded level 2 quals
08053069,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08053070,2,Edexcel First Diploma (new syllabus),BTEC First Dip
08053071,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08053087,2,Diploma,CACHE Level 2
08053091,2,Diploma,All other graded level 2 quals
08053093,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08053097,3,Diploma,All other graded level 3 quals
08053103,2,NVQ,NVQ Level 2
08053109,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08053134,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08053135,3,Diploma,All other graded level 3 quals
08053136,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08053138,2,Diploma,All other graded level 2 quals
08053157,3,Edexcel National Award,BTEC National Award
08053190,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08053251,2,Edexcel First Diploma (new syllabus),BTEC First Dip
08053277,2,Certificate,All other graded level 2 quals
08053278,2,Certificate,All other graded level 2 quals
08053286,3,GCE AS level,A Levels
08053306,1,Certificate,All other graded level 1 quals
08053325,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
08053326,2,NVQ,Technical Certificate Level 2
08053338,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08053342,2,Certificate,All other graded level 2 quals
08053365,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08053371,3,Diploma,All other graded level 3 quals
08053377,2,Diploma,All other graded level 2 quals
08053378,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08053380,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08053392,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08053400,2,NVQ,NVQ Level 2
08053405,1,Diploma,All other graded level 1 quals
08053409,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08053412,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08053413,2,NVQ,NVQ Level 2
08053414,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08053421,2,NVQ/GNVQ Key Skills Unit,Technical Certificate Level 2
08053422,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08053423,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08053433,2,Edexcel First Diploma (new syllabus),BTEC First Dip
08053437,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08053438,4,HNC,Level 4 and above
08053440,3,Diploma,CACHE Dip
08053455,2,Certificate,All other graded level 2 quals
08053458,2,Diploma,Technical Certificate Level 2
08053463,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08053472,3,Diploma,All other graded level 3 quals
08053476,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08053484,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08053490,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08053511,1,Certificate,All other graded level 1 quals
08053553,E,Certificate,Entry Level 3
08053568,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08053577,1,Introductory Diploma,BTEC Intro Diploma & Cert
08053585,2,Diploma,All other graded level 2 quals
08053597,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08053609,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08053615,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08053616,2,Edexcel First Diploma (new syllabus),BTEC First Dip
08053632,1,NVQ,NVQ Level 1
08053635,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08053644,3,Diploma,All other graded level 3 quals
08053651,2,Certificate,All other graded level 2 quals
08053655,2,Certificate,All other graded level 2 quals
08053666,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08053700,2,Diploma,All other graded level 2 quals
08053712,3,Diploma,All other graded level 3 quals
08053727,2,Diploma,All other graded level 2 quals
08053730,E,Certificate,Entry Level 1
08053746,3,Diploma,All other graded level 3 quals
08053750,2,Diploma,All other graded level 2 quals
08053760,X,Other,Entry Level 3
08053771,2,Diploma,All other graded level 2 quals
08053783,2,Diploma,All other graded level 2 quals
08053792,2,NVQ,YUP
08053813,3,Edexcel National Diploma (new syllabus),YUP
08053814,2,NVQ,NVQ Level 2
08053844,2,Certificate,All other graded level 2 quals
08053851,3,Diploma,All other graded level 3 quals
08053856,2,Diploma,All other graded level 2 quals
08053858,2,NVQ,NVQ Level 2
08053861,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08053863,2,NVQ,CACHE Level 2
08053866,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08053867,3,Diploma,All other graded level 3 quals
08053940,3,Diploma,CACHE Dip
08053943,2,Diploma,All other graded level 2 quals
08053978,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08053982,2,Diploma,All other graded level 2 quals
08054008,2,Edexcel First Diploma (new syllabus),BTEC First Dip
08054032,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08054035,E,Certificate,Entry Level 3
08054040,1,Diploma,All other graded level 1 quals
08054048,2,NVQ,NVQ Level 2
08054061,3,GCE AS level,A Levels
08054069,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08054083,2,Diploma,All other graded level 2 quals
08054107,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
08054110,3,Edexcel National Certificate (new syllabus),BTEC National Certificate
08054119,2,Certificate,All other graded level 2 quals
08054138,2,Certificate,All other graded level 2 quals
08054142,3,Diploma,CACHE Dip
08054154,2,Edexcel First Diploma (new syllabus),BTEC First Dip
08054173,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08054174,E,Other,Entry Level 3
08054218,2,Edexcel First Diploma (new syllabus),BTEC First Dip
08054256,3,Certificate,Technical Certificate Level 3
08054290,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08054295,2,Certificate,All other graded level 2 quals
08054307,E,Certificate,Entry Level 3
08054312,1,NVQ,NVQ Level 1
08054315,2,Diploma,All other graded level 2 quals
08054317,2,Diploma,All other graded level 2 quals
08054321,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08054324,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08054330,1,Diploma,All other graded level 1 quals
08054339,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08054341,3,Edexcel National Diploma (new syllabus),CACHE Dip
08054343,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08054352,2,Edexcel First Diploma (new syllabus),BTEC First Dip
08054357,1,NVQ,NVQ Level 1
08054364,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08054365,1,Certificate,All other graded level 1 quals
08054367,2,NVQ,NVQ Level 2
08054371,E,Certificate,Entry Level 3
08054380,E,Certificate,Entry Level 3
08054415,1,Certificate,All other graded level 1 quals
08054427,2,Certificate,All other graded level 2 quals
08054431,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08054444,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08054449,3,Diploma,CACHE Dip
08054462,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08054463,3,Edexcel National Diploma (new syllabus),BTEC National Dip
08054465,E,Certificate,Entry Level 3
08054509,3,Edexcel National Diploma (new syllabus),BTEC National Dip
